55552012	55551104	3.0	98765
55552012	55551172	2.0	98765
55552012	55552278	3.0	98765
55552012	55551846	5.0	98765
55552012	55552330	2.0	98765
55552012	55552012	5.0	98765
55552012	5555380	2.0	98765
55552012	55551317	1.0	98765
55552012	55551094	2.0	98765
55552012	55551108	1.0	98765
55552012	5555546	5.0	98765
5555830	55551234	3.0	98765
5555830	5555940	2.0	98765
5555830	5555813	2.0	98765
5555830	5555782	3.0	98765
5555830	5555426	2.0	98765
5555830	55551537	3.0	98765
5555830	5555830	5.0	98765
5555830	5555385	3.0	98765
5555830	3333112	2.0	98765
5555830	5555705	1.0	98765
5555830	3333117	2.0	98765
55552015	5555584	3.0	98765
55552015	3333124	1.0	98765
55552015	55551557	1.0	98765
55552015	5555847	3.0	98765
55552015	55551676	3.0	98765
55552015	55552015	5.0	98765
55552015	5555414	1.0	98765
55552015	55551160	1.0	98765
55552015	5555803	1.0	98765
55552015	55551420	3.0	98765
55552015	5555966	1.0	98765
55552020	55551138	2.0	98765
55552020	5555368	1.0	98765
55552020	5555850	1.0	98765
55552020	5555148	3.0	98765
55552020	5555122	1.0	98765
55552020	55552020	5.0	98765
55552020	5555990	1.0	98765
55552020	5555927	2.0	98765
55552020	5555673	5.0	98765
55552020	55551965	3.0	98765
55552044	55551426	1.0	98765
55552044	5555651	5.0	98765
55552044	55551460	5.0	98765
55552044	55552198	1.0	98765
55552044	55551913	1.0	98765
55552044	55552044	5.0	98765
55552044	5555662	2.0	98765
55552044	5555538	2.0	98765
55552044	55552248	3.0	98765
55552044	55551454	5.0	98765
55552045	55551874	2.0	98765
55552045	55552198	3.0	98765
55552045	3333128	3.0	98765
55552045	55551532	5.0	98765
55552045	5555564	3.0	98765
55552045	55552045	5.0	98765
55552045	55552178	3.0	98765
55552045	55551477	3.0	98765
55552045	5555927	5.0	98765
55552045	5555224	5.0	98765
55552045	55552169	2.0	98765
55552051	55552051	5.0	98765
55552051	55552355	1.0	98765
55552051	5555371	1.0	98765
55552051	55551532	1.0	98765
55552051	5555536	1.0	98765
55552051	3333112	2.0	98765
55552051	5555459	1.0	98765
55552051	3333111	2.0	98765
55552051	55552248	3.0	98765
55552051	5555359	5.0	98765
55552051	55551263	3.0	98765
55552065	55551424	5.0	98765
55552065	55552065	5.0	98765
55552065	55551234	3.0	98765
55552065	3333125	1.0	98765
55552065	5555910	3.0	98765
55552065	5555528	1.0	98765
55552065	55551177	1.0	98765
55552065	5555220	2.0	98765
55552065	5555927	1.0	98765
55552065	55551451	3.0	98765
55552065	55551328	5.0	98765
55552065	55551585	1.0	98765
55552065	55551977	1.0	98765
55552065	5555627	2.0	98765
55552065	5555886	3.0	98765
55552065	55551599	3.0	98765
55552065	55551537	1.0	98765
55552065	55551607	1.0	98765
55552065	5555577	2.0	98765
55552065	55551483	1.0	98765
55552065	5555900	1.0	98765
55552089	55551426	1.0	98765
55552089	55551431	5.0	98765
55552089	5555116	2.0	98765
55552089	55551308	5.0	98765
55552089	55551438	5.0	98765
55552089	55551346	3.0	98765
55552089	3333108	5.0	98765
55552089	55552089	5.0	98765
55552089	55552346	5.0	98765
55552089	55551644	5.0	98765
55552089	55552191	1.0	98765
55552096	55552096	5.0	98765
55552096	55551943	1.0	98765
55552096	55551308	5.0	98765
55552096	55551339	2.0	98765
55552096	55552012	2.0	98765
55552096	55551281	2.0	98765
55552096	55551346	1.0	98765
55552096	5555988	5.0	98765
55552096	55551352	5.0	98765
55552096	5555546	2.0	98765
55552096	55551134	1.0	98765
55552096	55551903	1.0	98765
55552104	55552161	3.0	98765
55552104	55551426	3.0	98765
55552104	55552104	5.0	98765
55552104	5555115	2.0	98765
55552104	5555202	2.0	98765
55552104	55551318	3.0	98765
55552104	55552249	5.0	98765
55552104	5555160	3.0	98765
55552104	55552153	5.0	98765
55552104	5555548	5.0	98765
55552104	55551327	2.0	98765
55552105	55551108	2.0	98765
55552105	5555173	5.0	98765
55552105	55552105	5.0	98765
55552105	3333100	5.0	98765
55552105	55551214	3.0	98765
55552105	3333103	5.0	98765
55552105	55551698	2.0	98765
55552105	3333109	3.0	98765
55552105	5555684	3.0	98765
55552105	55551247	1.0	98765
55552105	55551012	3.0	98765
55552119	55551104	1.0	98765
55552119	3333127	5.0	98765
55552119	55551176	1.0	98765
55552119	5555127	3.0	98765
55552119	5555790	3.0	98765
55552119	5555888	3.0	98765
55552119	55551057	5.0	98765
55552119	55551606	1.0	98765
55552119	55552119	5.0	98765
55552119	55551067	1.0	98765
55552119	55552157	1.0	98765
55552137	55551104	5.0	98765
55552137	55551264	2.0	98765
55552137	55552137	5.0	98765
55552137	5555595	2.0	98765
55552137	55551404	5.0	98765
55552137	3333102	3.0	98765
55552137	5555857	5.0	98765
55552137	5555858	3.0	98765
55552137	55551637	3.0	98765
55552137	55551606	3.0	98765
55552137	55551479	2.0	98765
55552140	55551584	2.0	98765
55552140	55551557	2.0	98765
55552140	55551831	2.0	98765
55552140	55552140	5.0	98765
55552140	55552280	3.0	98765
55552140	55551124	5.0	98765
55552140	55551351	1.0	98765
55552140	55552248	3.0	98765
55552140	5555705	1.0	98765
55552140	55551063	1.0	98765
55552140	55551454	2.0	98765
55552153	5555584	3.0	98765
55552153	55551843	5.0	98765
55552153	5555300	2.0	98765
55552153	5555368	2.0	98765
55552153	5555371	2.0	98765
55552153	5555983	2.0	98765
55552153	55552104	5.0	98765
55552153	55551637	1.0	98765
55552153	55552249	5.0	98765
55552153	55552153	5.0	98765
55552153	5555548	3.0	98765
55552154	5555137	3.0	98765
55552154	55551557	1.0	98765
55552154	5555401	1.0	98765
55552154	55551927	2.0	98765
55552154	55551768	3.0	98765
55552154	5555857	2.0	98765
55552154	55552340	1.0	98765
55552154	55552216	5.0	98765
55552154	55552154	5.0	98765
55552154	5555739	2.0	98765
55552154	5555293	1.0	98765
55552154	55551067	1.0	98765
55552154	5555108	1.0	98765
55552154	55552165	1.0	98765
55552154	5555818	3.0	98765
55552154	5555438	2.0	98765
55552154	55551177	1.0	98765
55552154	5555642	5.0	98765
55552154	5555195	3.0	98765
55552154	5555546	2.0	98765
55552154	55551274	2.0	98765
55552157	5555520	1.0	98765
55552157	55551873	2.0	98765
55552157	55552291	1.0	98765
55552157	5555492	1.0	98765
55552157	55551813	2.0	98765
55552157	5555113	2.0	98765
55552157	5555414	3.0	98765
55552157	55552344	2.0	98765
55552157	55552191	2.0	98765
55552157	55552157	5.0	98765
55552157	5555103	2.0	98765
55552161	55552161	5.0	98765
55552161	55551874	3.0	98765
55552161	55552198	3.0	98765
55552161	3333128	3.0	98765
55552161	5555339	1.0	98765
55552161	55552104	3.0	98765
55552161	55552178	5.0	98765
55552161	55551318	3.0	98765
55552161	55552247	5.0	98765
55552161	5555160	5.0	98765
55552161	55552157	1.0	98765
55552165	55552165	5.0	98765
55552165	5555401	2.0	98765
55552165	55551274	3.0	98765
55552165	5555917	5.0	98765
55552165	5555181	5.0	98765
55552165	55551057	1.0	98765
55552165	3333107	5.0	98765
55552165	55552340	3.0	98765
55552165	5555253	2.0	98765
55552165	55552154	2.0	98765
55552165	5555195	1.0	98765
55552166	3333120	1.0	98765
55552166	55552166	5.0	98765
55552166	55552105	3.0	98765
55552166	55551626	1.0	98765
55552166	55551183	5.0	98765
55552166	55551221	5.0	98765
55552166	55552216	2.0	98765
55552166	5555806	2.0	98765
55552166	55552157	1.0	98765
55552166	3333118	1.0	98765
55552166	5555359	3.0	98765
55552169	55552161	5.0	98765
55552169	55551874	3.0	98765
55552169	55551108	5.0	98765
55552169	3333128	3.0	98765
55552169	55552169	5.0	98765
55552169	55551330	2.0	98765
55552169	55552045	3.0	98765
55552169	55551477	3.0	98765
55552169	5555414	1.0	98765
55552169	55552247	3.0	98765
55552169	5555224	3.0	98765
55552178	55552161	2.0	98765
55552178	55551874	3.0	98765
55552178	55552198	5.0	98765
55552178	3333128	3.0	98765
55552178	55552247	3.0	98765
55552178	5555170	3.0	98765
55552178	55552178	5.0	98765
55552178	55551318	3.0	98765
55552178	55551607	1.0	98765
55552178	5555160	5.0	98765
55552179	55551424	3.0	98765
55552179	55551234	5.0	98765
55552179	55552179	5.0	98765
55552179	55551557	2.0	98765
55552179	5555113	5.0	98765
55552179	55551426	2.0	98765
55552179	55551153	3.0	98765
55552179	55551187	5.0	98765
55552179	55551352	1.0	98765
55552179	55551961	2.0	98765
55552179	5555103	3.0	98765
55552191	55551360	5.0	98765
55552191	55551936	5.0	98765
55552191	5555650	1.0	98765
55552191	55551813	3.0	98765
55552191	55551626	2.0	98765
55552191	55551566	3.0	98765
55552191	55551376	5.0	98765
55552191	5555988	2.0	98765
55552191	55552344	1.0	98765
55552191	55551325	1.0	98765
55552191	5555679	1.0	98765
55552191	5555492	3.0	98765
55552191	55552165	1.0	98765
55552191	5555687	2.0	98765
55552191	3333102	2.0	98765
55552191	5555520	3.0	98765
55552191	55551607	1.0	98765
55552191	5555197	2.0	98765
55552191	55552191	5.0	98765
55552198	55552161	3.0	98765
55552198	55551874	2.0	98765
55552198	55552291	1.0	98765
55552198	55552198	5.0	98765
55552198	3333128	3.0	98765
55552198	55552178	3.0	98765
55552198	55551188	3.0	98765
55552198	5555702	2.0	98765
55552198	55552247	2.0	98765
55552198	5555160	2.0	98765
55552207	55551176	1.0	98765
55552207	5555466	3.0	98765
55552207	5555149	5.0	98765
55552207	55552207	5.0	98765
55552207	5555858	1.0	98765
55552207	55551699	5.0	98765
55552207	55551254	2.0	98765
55552207	5555226	5.0	98765
55552207	5555941	2.0	98765
55552207	5555491	3.0	98765
55552207	5555300	3.0	98765
55552207	55552165	1.0	98765
55552207	5555241	5.0	98765
55552207	55551698	1.0	98765
55552207	5555951	2.0	98765
55552207	55551025	2.0	98765
55552207	55551090	2.0	98765
55552207	5555253	2.0	98765
55552207	55552249	3.0	98765
55552207	55551541	2.0	98765
55552208	5555584	1.0	98765
55552208	55551169	2.0	98765
55552208	55551557	3.0	98765
55552208	55551177	1.0	98765
55552208	5555850	2.0	98765
55552208	55552140	2.0	98765
55552208	55552208	5.0	98765
55552208	55551699	1.0	98765
55552208	55551214	1.0	98765
55552208	5555927	1.0	98765
55552208	5555480	2.0	98765
55552208	5555739	2.0	98765
55552208	55551263	1.0	98765
55552208	55552290	1.0	98765
55552208	55552355	1.0	98765
55552208	5555940	1.0	98765
55552208	5555630	1.0	98765
55552208	55551351	1.0	98765
55552208	5555529	1.0	98765
55552208	55551231	2.0	98765
55552210	5555112	5.0	98765
55552210	55551337	3.0	98765
55552210	55551118	3.0	98765
55552210	5555663	3.0	98765
55552210	5555312	5.0	98765
55552210	3333128	1.0	98765
55552210	55552210	5.0	98765
55552210	55551188	1.0	98765
55552210	5555253	2.0	98765
55552210	5555581	1.0	98765
55552210	3333118	5.0	98765
55552216	55551104	5.0	98765
55552216	55551685	1.0	98765
55552216	5555946	5.0	98765
55552216	55551927	1.0	98765
55552216	55551057	1.0	98765
55552216	5555923	5.0	98765
55552216	55551350	1.0	98765
55552216	55551607	1.0	98765
55552216	55552216	5.0	98765
55552216	5555642	5.0	98765
55552216	55551067	5.0	98765
55552218	5555299	5.0	98765
55552218	5555148	1.0	98765
55552218	55551374	1.0	98765
55552218	5555568	3.0	98765
55552218	55552051	3.0	98765
55552218	5555190	1.0	98765
55552218	55551607	1.0	98765
55552218	55551226	5.0	98765
55552218	5555130	2.0	98765
55552218	5555292	3.0	98765
55552218	55552218	5.0	98765
55552220	55551873	5.0	98765
55552220	5555137	1.0	98765
55552220	3333129	2.0	98765
55552220	55551271	3.0	98765
55552220	55551437	2.0	98765
55552220	55552321	5.0	98765
55552220	55551440	5.0	98765
55552220	5555540	2.0	98765
55552220	55551734	3.0	98765
55552220	55551770	3.0	98765
55552220	55552220	5.0	98765
55552222	55551426	2.0	98765
55552222	55551750	1.0	98765
55552222	5555883	1.0	98765
55552222	55551180	5.0	98765
55552222	5555117	1.0	98765
55552222	5555480	3.0	98765
55552222	55551091	2.0	98765
55552222	5555895	1.0	98765
55552222	55552280	1.0	98765
55552222	55552222	5.0	98765
5555241	55551843	5.0	98765
5555241	5555300	5.0	98765
5555241	55551176	2.0	98765
5555241	5555241	5.0	98765
5555241	5555115	2.0	98765
5555241	5555149	3.0	98765
