501765	3072	5.0
501765	1025	5.0
501765	10119	5.0
501765	24969	5.0
501765	9738	5.0
501765	6027	5.0
501765	13711	5.0
501765	12178	5.0
501765	1044	3.0
501765	15126	5.0
501765	24987	5.0
501765	21148	5.0
501765	31	5.0
501765	24992	5.0
501765	20677	5.0
501765	4516	5.0
501765	4645	5.0
501765	3368	5.0
501765	24873	5.0
501765	2346	5.0
501765	5419	5.0
501765	1069	5.0
501765	25007	5.0
501765	5554	5.0
501765	5044	5.0
501765	14430	5.0
501765	24887	5.0
501765	20255	3.0
501765	7228	5.0
501765	18749	5.0
501765	8766	3.0
501765	320	5.0
501765	3139	3.0
501765	13816	5.0
501765	1094	3.0
501765	14284	5.0
501765	6220	5.0
501765	3021	3.0
501765	25038	5.0
501765	9807	5.0
501765	1873	5.0
501765	25042	5.0
501765	6741	5.0
501765	4310	5.0
501765	1496	5.0
501765	25005	5.0
501765	8975	5.0
501765	13790	3.0
501765	24933	5.0
501765	24928	5.0
501765	24929	5.0
501765	13925	1.0
501765	20157	5.0
501765	24894	5.0
501765	18808	5.0
501765	22905	5.0
501765	10362	5.0
501765	12029	5.0
501765	6655	5.0
501768	18304	1.0
501768	257	1.0
501768	19010	5.0
501768	707	1.0
501768	20036	5.0
501768	20677	5.0
501768	70	3.0
501768	24929	5.0
501768	6856	5.0
501768	7305	3.0
501768	25098	5.0
501768	12303	5.0
501768	24899	5.0
501768	23702	5.0
501768	921	3.0
501768	8667	5.0
501768	924	1.0
501768	1437	5.0
501768	14049	5.0
501768	6051	5.0
501768	19300	5.0
501768	24946	5.0
501768	2350	5.0
501768	18095	3.0
501768	3698	5.0
501768	501	1.0
501768	7419	5.0
501768	20157	5.0
501768	6655	5.0
501770	5248	3.0
501770	15745	5.0
501770	7043	3.0
501770	3078	5.0
501770	24903	5.0
501770	969	5.0
501770	19082	3.0
501770	3407	3.0
501770	15952	5.0
501770	15953	5.0
501770	9362	5.0
501770	10947	5.0
501770	596	5.0
501770	17243	5.0
501770	10520	3.0
501770	24985	5.0
501770	14671	5.0
501770	6051	5.0
501770	2407	5.0
501770	15784	5.0
501770	3434	3.0
501770	2731	5.0
501770	3436	3.0
501770	1069	5.0
501770	25027	5.0
501770	1135	5.0
501770	5235	5.0
501770	6260	3.0
501770	12149	1.0
501770	18423	3.0
501770	25024	5.0
501770	24958	5.0
600102	544	5.0
600102	3072	5.0
600102	11650	5.0
600102	24903	5.0
600102	2454	5.0
600102	25031	5.0
600102	16545	5.0
600102	15784	5.0
600102	23030	5.0
600102	2538	5.0
600102	22767	5.0
600102	5932	5.0
600102	398	5.0
600102	14671	5.0
600102	2801	5.0
600102	14486	5.0
600102	16731	5.0
600102	23525	5.0
600102	4351	5.0
600104	13792	5.0
600104	24958	5.0
600104	24964	5.0
600104	5071	5.0
600104	1927	5.0
600104	1135	5.0
600104	24994	5.0
600104	22767	5.0
600104	6741	5.0
600104	23030	5.0
600104	25015	5.0
600104	13816	5.0
600104	153	5.0
600104	17243	5.0
600104	14430	5.0
600105	1025	5.0
600105	20034	5.0
600105	18627	5.0
600105	23174	5.0
600105	22913	5.0
600105	25096	5.0
600105	9738	5.0
600105	4247	5.0
600105	23567	5.0
600105	24899	5.0
600105	6741	5.0
600105	14486	5.0
600105	2583	5.0
600105	14441	5.0
600105	10346	5.0
600105	25003	5.0
600105	8492	5.0
600105	1069	5.0
600105	25006	5.0
600105	19183	5.0
600105	15536	5.0
600105	1908	5.0
600105	4469	5.0
600105	15158	5.0
600105	18808	5.0
600105	25076	5.0
600105	22399	5.0
600106	12178	5.0
600106	2454	5.0
600106	284	5.0
600106	2745	5.0
600106	25098	5.0
600106	25003	5.0
600106	13084	5.0
600106	18946	5.0
600106	25070	5.0
600106	24909	5.0
600108	25089	5.0
600108	24867	5.0
600108	25096	5.0
600108	24873	5.0
600108	6487	5.0
600108	25006	5.0
600108	1135	5.0
600108	24980	5.0
600108	3189	5.0
600108	790	5.0
600108	2679	5.0
600108	284	5.0
600108	25003	5.0
600108	14430	5.0
600109	7456	5.0
600109	24929	5.0
600109	11650	5.0
600109	25096	5.0
600109	24906	5.0
600109	2731	5.0
600109	13165	5.0
600109	1069	5.0
600109	2612	5.0
600109	22549	5.0
600109	2454	5.0
600109	3479	5.0
600109	6488	5.0
600109	1135	5.0
600109	25098	5.0
600109	25054	5.0
600109	19183	5.0
600111	25034	5.0
600111	25094	5.0
600111	17414	5.0
600111	25063	5.0
600111	24936	5.0
600111	18602	5.0
600111	3947	5.0
600111	25070	5.0
600111	5805	5.0
600111	25006	5.0
600111	9551	5.0
600111	24943	5.0
600111	22549	5.0
600111	2454	5.0
600111	23289	5.0
600111	1135	5.0
600111	2442	5.0
600111	1566	5.0
600112	1352	5.0
600112	513	5.0
600112	659	5.0
600112	25096	5.0
600112	24867	5.0
600112	577	5.0
600112	1800	5.0
600112	22905	5.0
600112	4305	5.0
600112	24894	5.0
600113	2528	5.0
600113	1025	5.0
600113	24867	5.0
600113	24969	5.0
600113	23238	5.0
600113	19457	5.0
600113	24873	5.0
600113	19183	5.0
600113	12178	5.0
600113	24980	5.0
600113	3833	5.0
600113	22905	5.0
600113	1135	5.0
600113	284	5.0
600113	12029	5.0
600113	24894	5.0
600114	24929	5.0
600114	24867	5.0
600114	24969	5.0
600114	1069	5.0
600114	12303	5.0
600114	18704	5.0
600114	25041	5.0
600114	179	5.0
600114	24405	5.0
600114	22905	5.0
600114	2970	5.0
600115	1025	5.0
600115	16290	5.0
600115	9956	5.0
600115	17414	5.0
600115	806	5.0
600115	6856	5.0
600115	2684	5.0
600115	1069	5.0
600115	25006	5.0
600115	24943	5.0
600115	24936	5.0
600115	20852	5.0
600115	6741	5.0
600115	25005	5.0
600115	24887	5.0
600115	24964	5.0
600115	24923	5.0
600115	4412	5.0
600115	22685	5.0
600116	24992	5.0
600116	24929	5.0
600116	25058	5.0
600116	4483	5.0
600116	1352	5.0
600116	25068	5.0
600116	9868	5.0
600116	2499	5.0
600116	24945	5.0
600116	179	5.0
600116	25070	5.0
600116	8472	5.0
600116	121	5.0
600116	2970	5.0
600116	24923	5.0
600117	19781	5.0
600117	17414	5.0
600117	1352	5.0
600117	24969	5.0
600117	25015	5.0
600117	24994	5.0
600117	13165	5.0
600117	21008	5.0
600117	19026	5.0
600117	24980	5.0
600117	5784	5.0
600117	22685	5.0
600117	24965	5.0
600117	864	5.0
600117	24929	5.0
600117	16290	5.0
600117	24936	5.0
600117	24873	5.0
600117	1069	5.0
600117	25070	5.0
600117	15158	5.0
600117	24887	5.0
600117	22905	5.0
600118	1025	5.0
600118	10947	5.0
600118	1286	5.0
600118	8265	5.0
600118	9738	5.0
600118	9551	5.0
600118	14160	5.0
600118	4305	5.0
600118	25027	5.0
600118	148	5.0
600118	17243	5.0
600118	284	5.0
600118	25051	5.0
600118	806	5.0
600118	3315	5.0
600118	3436	5.0
600118	25006	5.0
600118	3698	5.0
600118	13555	5.0
600118	2612	5.0
600118	25013	5.0
600118	24887	5.0
600118	22905	5.0
600118	251	5.0
600118	829	5.0
501817	1025	5.0
501817	707	5.0
501817	17414	5.0
501817	1352	5.0
501817	2441	5.0
501817	24945	5.0
501817	9868	5.0
501817	6605	3.0
501817	8975	5.0
501817	25070	5.0
501817	4310	5.0
501817	23289	5.0
501817	8472	5.0
501817	14745	5.0
501817	5071	5.0
501817	14430	5.0
501817	24992	5.0
501817	24929	5.0
501817	18404	5.0
501817	1649	1.0
501817	554	5.0
501817	3947	5.0
501817	24942	5.0
501817	18095	5.0
501817	6220	5.0
501817	6856	5.0
501817	17076	5.0
501817	3636	5.0
501817	18749	5.0
501817	18808	5.0
501817	121	5.0
501817	10346	5.0
501818	3072	5.0
501818	13792	5.0
501818	21083	5.0
501818	5419	5.0
501818	25015	5.0
501818	25089	5.0
501818	1352	5.0
501818	13514	5.0
501818	24983	5.0
501818	9807	5.0
501818	14160	5.0
501818	24977	5.0
